Comunidad,Año,Trimestre,Delito,Subdelito,Cantidad
CASTILLA - LA MANCHA,2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,371.0
CASTILLA - LA MANCHA,2017,4,ROBOS,VIOLENCIA E INTIMIDACION,1026.0
CASTILLA - LA MANCHA,2017,4,ROBOS,FUERZA,7769.0
CASTILLA - LA MANCHA,2017,4,HURTOS,-,15200.0
CASTILLA - LA MANCHA,2017,4,SUSTRACCION,VEHICULOS,1105.0
CASTILLA - LA MANCHA,2017,4,TRAFICO,DROGAS,426.0
CASTILLA - LA MANCHA,2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,37488.0
CATALUNA,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,65.0
CATALUNA,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,144.0
CATALUNA,2017,4,DELITOS,GRAVES Y MENOS GRAVES,3686.0
CATALUNA,2017,4,SECUESTRO,-,10.0
CATALUNA,2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,2212.0
CATALUNA,2017,4,ROBOS,VIOLENCIA E INTIMIDACION,20615.0
CATALUNA,2017,4,ROBOS,FUERZA,31199.0
CATALUNA,2017,4,HURTOS,-,173684.0
CATALUNA,2017,4,SUSTRACCION,VEHICULOS,8855.0
CATALUNA,2017,4,TRAFICO,DROGAS,2269.0
CATALUNA,2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,179547.0
COMUNITAT VALENCIANA,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,41.0
COMUNITAT VALENCIANA,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,65.0
COMUNITAT VALENCIANA,2017,4,DELITOS,GRAVES Y MENOS GRAVES,1833.0
COMUNITAT VALENCIANA,2017,4,SECUESTRO,-,4.0
COMUNITAT VALENCIANA,2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,1348.0
COMUNITAT VALENCIANA,2017,4,ROBOS,VIOLENCIA E INTIMIDACION,5393.0
COMUNITAT VALENCIANA,2017,4,ROBOS,FUERZA,21565.0
COMUNITAT VALENCIANA,2017,4,HURTOS,-,73922.0
COMUNITAT VALENCIANA,2017,4,SUSTRACCION,VEHICULOS,3918.0
COMUNITAT VALENCIANA,2017,4,TRAFICO,DROGAS,1592.0
COMUNITAT VALENCIANA,2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,117421.0
EXTREMADURA,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,8.0
EXTREMADURA,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,16.0
EXTREMADURA,2017,4,DELITOS,GRAVES Y MENOS GRAVES,375.0
EXTREMADURA,2017,4,SECUESTRO,-,1.0
EXTREMADURA,2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,153.0
EXTREMADURA,2017,4,ROBOS,VIOLENCIA E INTIMIDACION,277.0
EXTREMADURA,2017,4,ROBOS,FUERZA,2192.0
EXTREMADURA,2017,4,HURTOS,-,7245.0
EXTREMADURA,2017,4,SUSTRACCION,VEHICULOS,336.0
EXTREMADURA,2017,4,TRAFICO,DROGAS,201.0
EXTREMADURA,2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,15607.0
GALICIA,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,13.0
GALICIA,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,27.0
GALICIA,2017,4,DELITOS,GRAVES Y MENOS GRAVES,844.0
GALICIA,2017,4,SECUESTRO,-,4.0
GALICIA,2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,459.0
GALICIA,2017,4,ROBOS,VIOLENCIA E INTIMIDACION,1057.0
GALICIA,2017,4,ROBOS,FUERZA,5438.0
GALICIA,2017,4,HURTOS,-,20320.0
GALICIA,2017,4,SUSTRACCION,VEHICULOS,794.0
GALICIA,2017,4,TRAFICO,DROGAS,371.0
GALICIA,2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,44847.0
MADRID (COMUNIDAD DE),2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,39.0
MADRID (COMUNIDAD DE),2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,86.0
MADRID (COMUNIDAD DE),2017,4,DELITOS,GRAVES Y MENOS GRAVES,2124.0
MADRID (COMUNIDAD DE),2017,4,SECUESTRO,-,7.0
MADRID (COMUNIDAD DE),2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,1776.0
MADRID (COMUNIDAD DE),2017,4,ROBOS,VIOLENCIA E INTIMIDACION,16314.0
MADRID (COMUNIDAD DE),2017,4,ROBOS,FUERZA,19310.0
MADRID (COMUNIDAD DE),2017,4,HURTOS,-,156329.0
MADRID (COMUNIDAD DE),2017,4,SUSTRACCION,VEHICULOS,10715.0
MADRID (COMUNIDAD DE),2017,4,TRAFICO,DROGAS,1608.0
MADRID (COMUNIDAD DE),2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,172934.0
MURCIA (REGION DE),2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,14.0
MURCIA (REGION DE),2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,31.0
MURCIA (REGION DE),2017,4,DELITOS,GRAVES Y MENOS GRAVES,604.0
MURCIA (REGION DE),2017,4,SECUESTRO,-,0.0
MURCIA (REGION DE),2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,391.0
MURCIA (REGION DE),2017,4,ROBOS,VIOLENCIA E INTIMIDACION,1458.0
MURCIA (REGION DE),2017,4,ROBOS,FUERZA,6956.0
MURCIA (REGION DE),2017,4,HURTOS,-,15261.0
MURCIA (REGION DE),2017,4,SUSTRACCION,VEHICULOS,1293.0
MURCIA (REGION DE),2017,4,TRAFICO,DROGAS,293.0
MURCIA (REGION DE),2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,26389.0
NAVARRA (COMUNIDAD FORAL DE),2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,7.0
NAVARRA (COMUNIDAD FORAL DE),2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,21.0
NAVARRA (COMUNIDAD FORAL DE),2017,4,DELITOS,GRAVES Y MENOS GRAVES,388.0
NAVARRA (COMUNIDAD FORAL DE),2017,4,SECUESTRO,-,1.0
NAVARRA (COMUNIDAD FORAL DE),2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,232.0
NAVARRA (COMUNIDAD FORAL DE),2017,4,ROBOS,VIOLENCIA E INTIMIDACION,432.0
NAVARRA (COMUNIDAD FORAL DE),2017,4,ROBOS,FUERZA,1519.0
NAVARRA (COMUNIDAD FORAL DE),2017,4,HURTOS,-,7572.0
NAVARRA (COMUNIDAD FORAL DE),2017,4,SUSTRACCION,VEHICULOS,169.0
NAVARRA (COMUNIDAD FORAL DE),2017,4,TRAFICO,DROGAS,134.0
NAVARRA (COMUNIDAD FORAL DE),2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,14352.0
PAIS VASCO,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,5.0
PAIS VASCO,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,36.0
PAIS VASCO,2017,4,DELITOS,GRAVES Y MENOS GRAVES,1049.0
PAIS VASCO,2017,4,SECUESTRO,-,9.0
PAIS VASCO,2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,500.0
PAIS VASCO,2017,4,ROBOS,VIOLENCIA E INTIMIDACION,1787.0
PAIS VASCO,2017,4,ROBOS,FUERZA,7264.0
PAIS VASCO,2017,4,HURTOS,-,27873.0
PAIS VASCO,2017,4,SUSTRACCION,VEHICULOS,900.0
PAIS VASCO,2017,4,TRAFICO,DROGAS,332.0
PAIS VASCO,2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,43932.0
RIOJA (LA),2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
RIOJA (LA),2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,6.0
RIOJA (LA),2017,4,DELITOS,GRAVES Y MENOS GRAVES,128.0
RIOJA (LA),2017,4,SECUESTRO,-,0.0
RIOJA (LA),2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,57.0
RIOJA (LA),2017,4,ROBOS,VIOLENCIA E INTIMIDACION,104.0
RIOJA (LA),2017,4,ROBOS,FUERZA,722.0
RIOJA (LA),2017,4,HURTOS,-,2563.0
RIOJA (LA),2017,4,SUSTRACCION,VEHICULOS,89.0
RIOJA (LA),2017,4,TRAFICO,DROGAS,80.0
RIOJA (LA),2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,4128.0
CIUDAD AUTONOMA DE CEUTA,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
CIUDAD AUTONOMA DE CEUTA,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,7.0
CIUDAD AUTONOMA DE CEUTA,2017,4,DELITOS,GRAVES Y MENOS GRAVES,58.0
CIUDAD AUTONOMA DE CEUTA,2017,4,SECUESTRO,-,1.0
CIUDAD AUTONOMA DE CEUTA,2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,25.0
CIUDAD AUTONOMA DE CEUTA,2017,4,ROBOS,VIOLENCIA E INTIMIDACION,131.0
CIUDAD AUTONOMA DE CEUTA,2017,4,ROBOS,FUERZA,83.0
CIUDAD AUTONOMA DE CEUTA,2017,4,HURTOS,-,810.0
CIUDAD AUTONOMA DE CEUTA,2017,4,SUSTRACCION,VEHICULOS,216.0
CIUDAD AUTONOMA DE CEUTA,2017,4,TRAFICO,DROGAS,227.0
CIUDAD AUTONOMA DE CEUTA,2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,2944.0
CIUDAD AUTONOMA DE MELILLA,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CIUDAD AUTONOMA DE MELILLA,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,8.0
CIUDAD AUTONOMA DE MELILLA,2017,4,DELITOS,GRAVES Y MENOS GRAVES,117.0
CIUDAD AUTONOMA DE MELILLA,2017,4,SECUESTRO,-,0.0
CIUDAD AUTONOMA DE MELILLA,2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,29.0
CIUDAD AUTONOMA DE MELILLA,2017,4,ROBOS,VIOLENCIA E INTIMIDACION,356.0
CIUDAD AUTONOMA DE MELILLA,2017,4,ROBOS,FUERZA,142.0
CIUDAD AUTONOMA DE MELILLA,2017,4,HURTOS,-,1154.0
CIUDAD AUTONOMA DE MELILLA,2017,4,SUSTRACCION,VEHICULOS,113.0
CIUDAD AUTONOMA DE MELILLA,2017,4,TRAFICO,DROGAS,64.0
CIUDAD AUTONOMA DE MELILLA,2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,2761.0
EN EL EXTRANJERO,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
EN EL EXTRANJERO,2017,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,0.0
EN EL EXTRANJERO,2017,4,DELITOS,GRAVES Y MENOS GRAVES,4.0
EN EL EXTRANJERO,2017,4,SECUESTRO,-,9.0
EN EL EXTRANJERO,2017,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,61.0
EN EL EXTRANJERO,2017,4,ROBOS,VIOLENCIA E INTIMIDACION,246.0
EN EL EXTRANJERO,2017,4,ROBOS,FUERZA,31.0
EN EL EXTRANJERO,2017,4,HURTOS,-,3091.0
EN EL EXTRANJERO,2017,4,SUSTRACCION,VEHICULOS,95.0
EN EL EXTRANJERO,2017,4,TRAFICO,DROGAS,12.0
EN EL EXTRANJERO,2017,4,RESTO CRIMINALIDAD CONVENCIONAL,-,17995.0
TOTAL NACIONAL,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,75.0
TOTAL NACIONAL,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,171.0
TOTAL NACIONAL,2018,1,DELITOS,GRAVES Y MENOS GRAVES,3935.0
TOTAL NACIONAL,2018,1,SECUESTRO,-,22.0
TOTAL NACIONAL,2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,3011.0
TOTAL NACIONAL,2018,1,ROBOS,VIOLENCIA E INTIMIDACION,14264.0
TOTAL NACIONAL,2018,1,ROBOS,FUERZA,40391.0
TOTAL NACIONAL,2018,1,HURTOS,-,165528.0
TOTAL NACIONAL,2018,1,SUSTRACCION,VEHICULOS,8694.0
TOTAL NACIONAL,2018,1,TRAFICO,DROGAS,3157.0
TOTAL NACIONAL,2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,264560.0
ANDALUCIA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,16.0
ANDALUCIA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,32.0
ANDALUCIA,2018,1,DELITOS,GRAVES Y MENOS GRAVES,651.0
ANDALUCIA,2018,1,SECUESTRO,-,7.0
ANDALUCIA,2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,493.0
ANDALUCIA,2018,1,ROBOS,VIOLENCIA E INTIMIDACION,1687.0
ANDALUCIA,2018,1,ROBOS,FUERZA,6330.0
ANDALUCIA,2018,1,HURTOS,-,22540.0
ANDALUCIA,2018,1,SUSTRACCION,VEHICULOS,1759.0
ANDALUCIA,2018,1,TRAFICO,DROGAS,835.0
ANDALUCIA,2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,44894.0
ARAGON,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
ARAGON,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,1.0
ARAGON,2018,1,DELITOS,GRAVES Y MENOS GRAVES,112.0
ARAGON,2018,1,SECUESTRO,-,0.0
ARAGON,2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,71.0
ARAGON,2018,1,ROBOS,VIOLENCIA E INTIMIDACION,192.0
ARAGON,2018,1,ROBOS,FUERZA,625.0
ARAGON,2018,1,HURTOS,-,2450.0
ARAGON,2018,1,SUSTRACCION,VEHICULOS,74.0
ARAGON,2018,1,TRAFICO,DROGAS,51.0
ARAGON,2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,5461.0
ASTURIAS (PRINCIPADO DE),2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,2.0
ASTURIAS (PRINCIPADO DE),2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,2.0
ASTURIAS (PRINCIPADO DE),2018,1,DELITOS,GRAVES Y MENOS GRAVES,81.0
ASTURIAS (PRINCIPADO DE),2018,1,SECUESTRO,-,0.0
ASTURIAS (PRINCIPADO DE),2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,36.0
ASTURIAS (PRINCIPADO DE),2018,1,ROBOS,VIOLENCIA E INTIMIDACION,68.0
ASTURIAS (PRINCIPADO DE),2018,1,ROBOS,FUERZA,434.0
ASTURIAS (PRINCIPADO DE),2018,1,HURTOS,-,1638.0
ASTURIAS (PRINCIPADO DE),2018,1,SUSTRACCION,VEHICULOS,57.0
ASTURIAS (PRINCIPADO DE),2018,1,TRAFICO,DROGAS,20.0
ASTURIAS (PRINCIPADO DE),2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,3750.0
BALEARS (ILLES),2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
BALEARS (ILLES),2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,7.0
BALEARS (ILLES),2018,1,DELITOS,GRAVES Y MENOS GRAVES,126.0
BALEARS (ILLES),2018,1,SECUESTRO,-,1.0
BALEARS (ILLES),2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,105.0
BALEARS (ILLES),2018,1,ROBOS,VIOLENCIA E INTIMIDACION,239.0
BALEARS (ILLES),2018,1,ROBOS,FUERZA,1056.0
BALEARS (ILLES),2018,1,HURTOS,-,3632.0
BALEARS (ILLES),2018,1,SUSTRACCION,VEHICULOS,304.0
BALEARS (ILLES),2018,1,TRAFICO,DROGAS,59.0
BALEARS (ILLES),2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,7489.0
CANARIAS,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,9.0
CANARIAS,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,7.0
CANARIAS,2018,1,DELITOS,GRAVES Y MENOS GRAVES,226.0
CANARIAS,2018,1,SECUESTRO,-,2.0
CANARIAS,2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,186.0
CANARIAS,2018,1,ROBOS,VIOLENCIA E INTIMIDACION,388.0
CANARIAS,2018,1,ROBOS,FUERZA,1496.0
CANARIAS,2018,1,HURTOS,-,8440.0
CANARIAS,2018,1,SUSTRACCION,VEHICULOS,326.0
CANARIAS,2018,1,TRAFICO,DROGAS,162.0
CANARIAS,2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,12339.0
CANTABRIA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CANTABRIA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,2.0
CANTABRIA,2018,1,DELITOS,GRAVES Y MENOS GRAVES,51.0
CANTABRIA,2018,1,SECUESTRO,-,0.0
CANTABRIA,2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,24.0
CANTABRIA,2018,1,ROBOS,VIOLENCIA E INTIMIDACION,44.0
CANTABRIA,2018,1,ROBOS,FUERZA,449.0
CANTABRIA,2018,1,HURTOS,-,1089.0
CANTABRIA,2018,1,SUSTRACCION,VEHICULOS,37.0
CANTABRIA,2018,1,TRAFICO,DROGAS,17.0
CANTABRIA,2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,2324.0
CASTILLA Y LEON,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,2.0
CASTILLA Y LEON,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,5.0
CASTILLA Y LEON,2018,1,DELITOS,GRAVES Y MENOS GRAVES,181.0
CASTILLA Y LEON,2018,1,SECUESTRO,-,0.0
CASTILLA Y LEON,2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,77.0
CASTILLA Y LEON,2018,1,ROBOS,VIOLENCIA E INTIMIDACION,168.0
CASTILLA Y LEON,2018,1,ROBOS,FUERZA,1340.0
CASTILLA Y LEON,2018,1,HURTOS,-,4560.0
CASTILLA Y LEON,2018,1,SUSTRACCION,VEHICULOS,134.0
CASTILLA Y LEON,2018,1,TRAFICO,DROGAS,73.0
CASTILLA Y LEON,2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,10870.0
CASTILLA - LA MANCHA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
CASTILLA - LA MANCHA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,6.0
CASTILLA - LA MANCHA,2018,1,DELITOS,GRAVES Y MENOS GRAVES,111.0
CASTILLA - LA MANCHA,2018,1,SECUESTRO,-,0.0
CASTILLA - LA MANCHA,2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,107.0
CASTILLA - LA MANCHA,2018,1,ROBOS,VIOLENCIA E INTIMIDACION,202.0
CASTILLA - LA MANCHA,2018,1,ROBOS,FUERZA,2117.0
CASTILLA - LA MANCHA,2018,1,HURTOS,-,3508.0
CASTILLA - LA MANCHA,2018,1,SUSTRACCION,VEHICULOS,159.0
CASTILLA - LA MANCHA,2018,1,TRAFICO,DROGAS,86.0
CASTILLA - LA MANCHA,2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,9988.0
CATALUNA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,9.0
CATALUNA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,35.0
CATALUNA,2018,1,DELITOS,GRAVES Y MENOS GRAVES,727.0
CATALUNA,2018,1,SECUESTRO,-,3.0
CATALUNA,2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,612.0
CATALUNA,2018,1,ROBOS,VIOLENCIA E INTIMIDACION,5209.0
CATALUNA,2018,1,ROBOS,FUERZA,8905.0
CATALUNA,2018,1,HURTOS,-,43265.0
CATALUNA,2018,1,SUSTRACCION,VEHICULOS,2040.0
CATALUNA,2018,1,TRAFICO,DROGAS,610.0
CATALUNA,2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,47916.0
COMUNITAT VALENCIANA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,5.0
COMUNITAT VALENCIANA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,26.0
COMUNITAT VALENCIANA,2018,1,DELITOS,GRAVES Y MENOS GRAVES,395.0
COMUNITAT VALENCIANA,2018,1,SECUESTRO,-,1.0
COMUNITAT VALENCIANA,2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,315.0
COMUNITAT VALENCIANA,2018,1,ROBOS,VIOLENCIA E INTIMIDACION,1293.0
COMUNITAT VALENCIANA,2018,1,ROBOS,FUERZA,5829.0
COMUNITAT VALENCIANA,2018,1,HURTOS,-,16357.0
COMUNITAT VALENCIANA,2018,1,SUSTRACCION,VEHICULOS,755.0
COMUNITAT VALENCIANA,2018,1,TRAFICO,DROGAS,385.0
COMUNITAT VALENCIANA,2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,29581.0
EXTREMADURA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
EXTREMADURA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,3.0
EXTREMADURA,2018,1,DELITOS,GRAVES Y MENOS GRAVES,78.0
EXTREMADURA,2018,1,SECUESTRO,-,0.0
EXTREMADURA,2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,58.0
EXTREMADURA,2018,1,ROBOS,VIOLENCIA E INTIMIDACION,67.0
EXTREMADURA,2018,1,ROBOS,FUERZA,639.0
EXTREMADURA,2018,1,HURTOS,-,1601.0
EXTREMADURA,2018,1,SUSTRACCION,VEHICULOS,37.0
EXTREMADURA,2018,1,TRAFICO,DROGAS,37.0
EXTREMADURA,2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,3976.0
GALICIA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,4.0
GALICIA,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,5.0
GALICIA,2018,1,DELITOS,GRAVES Y MENOS GRAVES,179.0
GALICIA,2018,1,SECUESTRO,-,1.0
GALICIA,2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,111.0
GALICIA,2018,1,ROBOS,VIOLENCIA E INTIMIDACION,230.0
GALICIA,2018,1,ROBOS,FUERZA,1458.0
GALICIA,2018,1,HURTOS,-,4403.0
GALICIA,2018,1,SUSTRACCION,VEHICULOS,121.0
GALICIA,2018,1,TRAFICO,DROGAS,107.0
GALICIA,2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,11115.0
MADRID (COMUNIDAD DE),2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,13.0
MADRID (COMUNIDAD DE),2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,21.0
MADRID (COMUNIDAD DE),2018,1,DELITOS,GRAVES Y MENOS GRAVES,478.0
MADRID (COMUNIDAD DE),2018,1,SECUESTRO,-,3.0
MADRID (COMUNIDAD DE),2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,458.0
MADRID (COMUNIDAD DE),2018,1,ROBOS,VIOLENCIA E INTIMIDACION,3399.0
MADRID (COMUNIDAD DE),2018,1,ROBOS,FUERZA,5039.0
MADRID (COMUNIDAD DE),2018,1,HURTOS,-,38880.0
MADRID (COMUNIDAD DE),2018,1,SUSTRACCION,VEHICULOS,2235.0
MADRID (COMUNIDAD DE),2018,1,TRAFICO,DROGAS,452.0
MADRID (COMUNIDAD DE),2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,46800.0
MURCIA (REGION DE),2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,4.0
MURCIA (REGION DE),2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,6.0
MURCIA (REGION DE),2018,1,DELITOS,GRAVES Y MENOS GRAVES,129.0
MURCIA (REGION DE),2018,1,SECUESTRO,-,2.0
MURCIA (REGION DE),2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,95.0
MURCIA (REGION DE),2018,1,ROBOS,VIOLENCIA E INTIMIDACION,381.0
MURCIA (REGION DE),2018,1,ROBOS,FUERZA,1817.0
MURCIA (REGION DE),2018,1,HURTOS,-,3697.0
MURCIA (REGION DE),2018,1,SUSTRACCION,VEHICULOS,273.0
MURCIA (REGION DE),2018,1,TRAFICO,DROGAS,60.0
MURCIA (REGION DE),2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,6975.0
NAVARRA (COMUNIDAD FORAL DE),2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
NAVARRA (COMUNIDAD FORAL DE),2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,3.0
NAVARRA (COMUNIDAD FORAL DE),2018,1,DELITOS,GRAVES Y MENOS GRAVES,94.0
NAVARRA (COMUNIDAD FORAL DE),2018,1,SECUESTRO,-,1.0
NAVARRA (COMUNIDAD FORAL DE),2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,48.0
NAVARRA (COMUNIDAD FORAL DE),2018,1,ROBOS,VIOLENCIA E INTIMIDACION,62.0
NAVARRA (COMUNIDAD FORAL DE),2018,1,ROBOS,FUERZA,369.0
NAVARRA (COMUNIDAD FORAL DE),2018,1,HURTOS,-,1485.0
NAVARRA (COMUNIDAD FORAL DE),2018,1,SUSTRACCION,VEHICULOS,40.0
NAVARRA (COMUNIDAD FORAL DE),2018,1,TRAFICO,DROGAS,26.0
NAVARRA (COMUNIDAD FORAL DE),2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,3937.0
PAIS VASCO,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
PAIS VASCO,2018,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,10.0
PAIS VASCO,2018,1,DELITOS,GRAVES Y MENOS GRAVES,256.0
PAIS VASCO,2018,1,SECUESTRO,-,0.0
PAIS VASCO,2018,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,161.0
PAIS VASCO,2018,1,ROBOS,VIOLENCIA E INTIMIDACION,443.0
PAIS VASCO,2018,1,ROBOS,FUERZA,2235.0
PAIS VASCO,2018,1,HURTOS,-,6301.0
PAIS VASCO,2018,1,SUSTRACCION,VEHICULOS,217.0
PAIS VASCO,2018,1,TRAFICO,DROGAS,86.0
PAIS VASCO,2018,1,RESTO CRIMINALIDAD CONVENCIONAL,-,11584.0
